episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/grad_gnorm,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error
550.2150036102801,365.4270583167901,457.8210309635351,25.5,0,0,88,88,False,2,11,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-20_23-59-41,1621544381,8.146750450134277,134.888512134552,26468,DESKTOP-NVK3716,192.168.0.25,134.888512134552,0,11,e9d24_00000,"[365.4270583167901, 550.2150036102801]","[25, 26]",15.658,319.319,88,88,105,105,88,11,73.59166666666667,73.09999999999998,0.0,6.7030983,0.0001,-0.06692446023225784,-0.8352442979812622,0.20926493406295776,-205.0935516357422
550.2150036102801,365.4270583167901,457.8210309635351,25.5,0,0,96,96,False,2,12,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-20_23-59-49,1621544389,8.155535221099854,143.04404735565186,26468,DESKTOP-NVK3716,192.168.0.25,143.04404735565186,0,12,e9d24_00000,"[365.4270583167901, 550.2150036102801]","[25, 26]",16.257,307.565,96,96,115,115,96,12,78.25,72.7,0.0,5.698483,0.0001,0.4146299958229065,0.22333021461963654,1.1513491868972778,-303.9925231933594
550.2150036102801,365.4270583167901,457.8210309635351,25.5,0,0,104,104,False,2,13,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-20_23-59-57,1621544397,8.181588649749756,151.2256360054016,26468,DESKTOP-NVK3716,192.168.0.25,151.2256360054016,0,13,e9d24_00000,"[365.4270583167901, 550.2150036102801]","[25, 26]",16.456,303.836,104,104,125,125,104,13,93.23333333333333,74.61666666666666,0.0,10.809833,0.0001,0.09503784775733948,-1.045993447303772,0.9370343685150146,28.254968643188477
550.2150036102801,365.4270583167901,457.8210309635351,25.5,0,0,112,112,False,2,14,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-00-06,1621544406,8.281142950057983,159.5067789554596,26468,DESKTOP-NVK3716,192.168.0.25,159.5067789554596,0,14,e9d24_00000,"[365.4270583167901, 550.2150036102801]","[25, 26]",16.955,294.893,112,112,135,135,112,14,83.37272727272729,74.91818181818182,0.0,6.812999,0.0001,0.26190170645713806,0.0569625198841095,0.45383238792419434,-104.70626068115234
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,1,0,120,120,False,3,15,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-00-32,1621544432,25.764962434768677,185.27174139022827,26468,DESKTOP-NVK3716,192.168.0.25,185.27174139022827,0,15,e9d24_00000,"[349.29483598689444, 365.4270583167901, 550.2150036102801]","[68, 25, 26]",18.053,276.969,120,120,145,145,120,15,73.4918918918919,75.77297297297297,0.0,5.4340878,0.0001,0.05059371516108513,-0.46284207701683044,0.44705674052238464,-104.54766082763672
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,128,128,False,3,16,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-00-40,1621544440,8.164738178253174,193.43647956848145,26468,DESKTOP-NVK3716,192.168.0.25,193.43647956848145,0,16,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",20.346,245.747,128,128,155,155,128,16,72.75,76.13333333333334,0.0,4.919851,0.0001,0.19363167881965637,-0.3725738823413849,0.8755148649215698,-104.52272033691406
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,136,136,False,3,17,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-00-48,1621544448,8.150357007980347,201.5868365764618,26468,DESKTOP-NVK3716,192.168.0.25,201.5868365764618,0,17,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",20.845,239.871,136,136,165,165,136,17,71.97500000000001,76.21666666666665,0.0,3.0098765,0.0001,0.21614181995391846,-0.3522612452507019,0.7966192364692688,25.256309509277344
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,144,144,False,3,18,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-00-56,1621544456,8.15239429473877,209.73923087120056,26468,DESKTOP-NVK3716,192.168.0.25,209.73923087120056,0,18,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",20.845,239.87,144,144,175,175,144,18,73.91666666666667,76.35833333333332,0.0,4.468714,0.0001,0.46868354082107544,0.29780638217926025,0.6233735084533691,-132.7501220703125
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,152,152,False,3,19,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-01-05,1621544465,8.151691198348999,217.89092206954956,26468,DESKTOP-NVK3716,192.168.0.25,217.89092206954956,0,19,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",21.443,233.178,152,152,185,185,152,19,79.78181818181817,76.5909090909091,0.0,5.0076084,0.0001,0.5273500084877014,-0.03449296951293945,1.274112582206726,-71.00850677490234
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,160,160,False,3,20,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-01-13,1621544473,8.15865683555603,226.0495789051056,26468,DESKTOP-NVK3716,192.168.0.25,226.0495789051056,0,20,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",21.443,233.178,160,160,195,195,160,20,83.04166666666667,76.28333333333335,0.0,9.484786,0.0001,0.20606224238872528,-0.29873740673065186,0.9350714087486267,-104.26726531982422
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,168,168,False,3,21,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-01-21,1621544481,8.157841920852661,234.20742082595825,26468,DESKTOP-NVK3716,192.168.0.25,234.20742082595825,0,21,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",19.548,255.778,168,168,205,205,168,21,78.26666666666667,75.79166666666667,0.0,2.1373377,0.0001,0.15864108502864838,-0.27968382835388184,0.582878053188324,-69.2599868774414
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,176,176,False,3,22,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-01-29,1621544489,8.139077186584473,242.34649801254272,26468,DESKTOP-NVK3716,192.168.0.25,242.34649801254272,0,22,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",18.751,266.66,176,176,215,215,176,22,75.475,75.99166666666666,0.0,6.0666766,0.0001,0.571839451789856,-0.08452576398849487,1.2706942558288574,-6.108055114746094
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,184,184,False,3,23,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-01-37,1621544497,8.146039247512817,250.49253726005554,26468,DESKTOP-NVK3716,192.168.0.25,250.49253726005554,0,23,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",18.351,272.459,184,184,225,225,184,23,80.24545454545455,76.30909090909093,0.0,5.2069244,0.0001,0.42040371894836426,-0.08441518992185593,1.5897629261016846,-204.06822204589844
550.2150036102801,349.29483598689444,421.64563263798823,39.666666666666664,0,0,192,192,False,3,24,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-01-46,1621544506,8.13176941871643,258.624306678772,26468,DESKTOP-NVK3716,192.168.0.25,258.624306678772,0,24,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444]","[25, 26, 68]",17.454,286.473,192,192,235,235,192,24,74.70833333333333,77.22500000000002,0.0,5.4043717,0.0001,1.1729182004928589,0.4837794303894043,2.8883156776428223,-106.35099029541016
550.2150036102801,239.96300317797773,376.2249752729856,49.75,1,0,200,200,False,4,25,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-02-20,1621544540,34.08517241477966,292.70947909355164,26468,DESKTOP-NVK3716,192.168.0.25,292.70947909355164,0,25,e9d24_00000,"[239.96300317797773, 365.4270583167901, 550.2150036102801, 349.29483598689444]","[80, 25, 26, 68]",17.654,283.229,200,200,245,245,200,25,69.7204081632653,75.43265306122449,0.0,8.590947,0.0001,0.4688856601715088,-0.062012121081352234,1.1721926927566528,-4.2505927085876465
550.2150036102801,239.96300317797773,376.2249752729856,49.75,0,0,208,208,False,4,26,3dc1e3bc70994cffa703b428aa80cd1f,2021-05-21_00-02-28,1621544548,8.145475387573242,300.8549544811249,26468,DESKTOP-NVK3716,192.168.0.25,300.8549544811249,0,26,e9d24_00000,"[365.4270583167901, 550.2150036102801, 349.29483598689444, 239.96300317797773]","[25, 26, 68, 80]",18.252,273.946,208,208,255,255,208,26,77.43636363636364,75.39999999999999,0.0,7.135741,0.0001,0.722574770450592,-0.04132520407438278,2.8163905143737793,-204.0252227783203
